Name,Critic_Score,Developer
G-Force,68,Eurocom Entertainment Software
Luminous Arc 2,73,"Image Epoch, Imageepoch"
Shinobi,69,Griptonite Games
Tony Hawk's Downhill Jam,76,Vicarious Visions
Risen 2: Dark Waters,47,Piranha Bytes
Age of Empires: The Age of Kings,80,Backbone Entertainment
MotoGP 09/10,70,Monumental Games
The Lord of the Rings: The Third Age,67,Griptonite Games
Dinosaur King,61,Climax Entertainment
The Suffering,77,Surreal Software
Tetris Worlds,47,Radical Entertainment
The Sims 4: Get Together,72,Maxis
Viewtiful Joe 2,86,Clover Studio
LEGO Harry Potter: Years 5-7,80,Traveller's Tales
Child of Eden,81,Q Entertainment
Touch the Dead,56,Secret Stash Games
Nickelodeon Party Blast,19,Data Design Interactive
Jackass the Game,58,Sidhe Interactive
Ragnarok DS,53,GungHo
Shellshock: Nam '67,58,Guerrilla
Magna Carta: Tears of Blood,66,SoftMax
All-Star Baseball 2002,66,Acclaim
Capcom vs. SNK,80,Capcom
Pinball Hall of Fame: The Williams Collection,82,Farsight Studios
Aliens vs Predator: Requiem,49,Rebellion
Dishonored 2,88,Arkane Studios
Asphalt: Injection,49,Ubisoft
From Russia With Love,70,Electronic Arts
Guitar Hero: Smash Hits,69,Beenox
NBA Live 09 All-Play,51,EA Sports
NFL Quarterback Club 2002,67,Acclaim
NCAA Basketball 09,70,EA Canada
Shin Megami Tensei: Persona,78,ITL
Lords of the Fallen,71,"City Interactive, Deck 13"
LEGO The Lord of the Rings,80,TT Games
Growlanser: Heritage of War,60,Career Soft
Ben 10 Alien Force: Vilgax Attacks,61,Papaya Studios
Rugby 2004,61,HB Studios Multimedia
Senran Kagura 2: Deep Crimson ,58,Tamsoft
NBA 06,72,SCEA Sports Studio
KORG DS-10 Synthesizer,82,AQ Interactive
Naruto: Ninja Council,60,Aspect
Tropico 3,75,Haemimont
Deadly Creatures,72,Rainbow Studios
Naruto Shippuden: Ultimate Ninja Storm Revolution,62,CyberConnect2
Dead Island,80,Techland
NFL 2K3,92,Visual Concepts
Hunted: The Demon's Forge,61,InXile Entertainment
Britney's Dance Beat,53,Art
Shrek SuperSlam,70,Shaba Games
Full Auto,70,Pseudo Interactive
Herdy Gerdy,69,Core Design Ltd.
Afrika,63,Rhino Studios
Over G Fighters,49,Taito Corporation
Angry Birds Star Wars,47,Exient Entertainment
Hot Shots Tennis: Get a Grip,80,Clap Hanz
Star Wars: The Force Unleashed II,43,LucasArts
The Dukes of Hazzard: Return of the General Lee,52,Ratbag
Crash 'N' Burn,63,Climax Group
NBA,57,989 Sports
Disaster Report,66,Irem
Armored Core V,68,From Software
College Hoops 2K7,82,2K Sports
Rampage: Total Destruction,46,"Pipeworks Software, Inc."
The Bard's Tale,76,InXile Entertainment
Robotech: The Macross Saga,61,Lucky Chicken
Yu Yu Hakusho: Dark Tournament,56,Digital Fiction
Conflict Zone,47,MASA Group
Code Name: S.T.E.A.M.,69,Intelligent Systems
The Bureau: XCOM Declassified,68,2K Marin
Star Wars: Battlefront,72,EA DICE
BloodRayne,76,Terminal Reality
NHL 2K6,83,2K Sports
Hannah Montana: The Movie,25,n-Space
Tenchu: Return From Darkness,70,K2 LLC
World Poker Tour,60,Coresoft
Neo Contra,65,KCET
MVP Baseball,67,EA Canada
Tony Hawk's American Sk8land,84,Vicarious Visions
Viewtiful Joe 2,85,Clover Studio
The BIGS 2,76,Blue Castle Games
Quake III: Revolution,84,Bullfrog Productions
Pac-Man World 3,63,Blitz Games
50 Cent: Blood on the Sand,71,Swordfish Studios
Journey,92,ThatGameCompany
SBK X: Superbike World Championship,73,Milestone S.r.l
Robotech: Battlecry,74,Vicious Cycle
Dragon Ball: Fusions,68,Ganbarion
Madden NFL 07,70,Exient Entertainment
HBO Boxing,26,Osiris Studios
Bass Pro Shops: The Strike,63,Piranha Games
Darkwatch,75,High Moon Studios
Disgaea D2: A Brighter Darkness,74,Nippon Ichi Software
Maximo vs Army of Zin,83,Capcom
Assassin's Creed Syndicate,74,Ubisoft Quebec
Summoner 2,76,Volition Inc.
Shadow of Destiny,78,Konami
Ninja Gaiden: Dragon Sword,83,Team Ninja
Cabela's Deer Hunt: 2004 Season,65,FUN Labs
World of Final Fantasy,77,Square Enix
Danganronpa Another Episode: Ultra Despair Girls,72,Spike Chunsoft
Pro Evolution Soccer 2012,79,Konami
The Legend of Spyro: The Eternal Night,60,Krome Studios
The Wolf Among Us,83,Telltale Games
Cursed Mountain,67,"Deep Silver, Sproing Interactive Media, Sproing"
Age of Empires: Mythologies,78,Griptonite Games
SBK Superbike World Championship,63,Milestone S.r.l
Bionicle,47,Argonaut Games
Heroes of Ruin,69,n-Space
A Boy and His Blob,80,WayForward
Baja: Edge of Control,61,2XL Games
G.I. Joe: The Rise of Cobra,43,Double Helix Games
UFC Undisputed 2010,74,Yuke's
World Series of Poker,37,Activision
Rayman Raving Rabbids,67,Ubisoft Montpellier
Deus Ex: The Conspiracy,81,Ion Storm
Unreal II: The Awakening,64,Tantalus Interactive
Rumble Racing,85,Electronic Arts
Spider-Man: Web of Shadows,69,"Treyarch, Shaba Games"
Vampire Rain,38,Artoon
Batman Begins,65,Eurocom Entertainment Software
NBA Live 15,53,EA Sports
JSRF: Jet Set Radio Future,88,Smilebit
NHL Hitz 20-02,79,Midway
Way of the Samurai 3,55,Acquire
NCAA Football 2003,91,EA Sports
Hitman: HD Trilogy,71,Io Interactive
J Stars Victory Vs.,74,Bandai Namco Games
de Blob 2,74,Blue Tongue Entertainment
ESPN Winter X Games: Snowboarding 2002,64,Konami
Final Fantasy Fables: Chocobo's Dungeon,76,h.a.n.d. Inc.
Project: Snowblind,78,Crystal Dynamics
Prison Break: The Conspiracy,40,ZootFly
You Don't Know Jack,81,"Jellyvision, Iron Galaxy Studios"
Mortal Kombat: Special Forces,28,Midway
Mega Man Legacy Collection,77,Digital Eclipse
The Last Airbender,53,THQ
NCAA March Madness 07,67,EA Canada
StokEd,68,Bongfish
Evil Dead: Regeneration,68,Cranky Pants Games
Defiance,64,Trion Worlds
NHL 2003,80,EA Sports
Tiger Woods PGA Tour,78,EA Canada
NHL 2K3,89,Treyarch
You Don't Know Jack,82,"Jellyvision, Iron Galaxy Studios"
Final Fight One,82,Sun-Tec
Tony Hawk's Pro Skater 5,32,Robomodo
MLB 10: The Show,79,SCEA
Gallop Racer 2003: A New Breed,68,Tecmo
Frogger 3D,54,Alpha Unit
Blue Dragon Plus,69,Brownie Brown
BeyBlade VForce: Super Tournament Battle,33,Takara
Dead to Rights: Retribution,61,Volatile Games
Dragon Ball Z: Sagas,48,Avalanche Software
X2: Wolverine's Revenge,58,GenePool
Power Rangers: Wild Force,55,Natsume
Tenchu: Shadow Assassins,70,Acquire
Lost Planet 3,61,Spark Unlimited
Beyblade G-Revolution,40,Full Fat
Capcom Fighting Evolution,57,Capcom
Assassin's Creed The Ezio Collection,72,Ubisoft Montreal
God of War Collection,73,"Sanzaru Games, Sanzaru Games, Inc."
Anarchy Reigns,71,PlatinumGames
Mobile Suit Gundam: Crossfire,33,Bec
Suikoden Tactics,68,Konami
NCAA March Madness 06,76,EA Canada
Sniper: Ghost Warrior 2,52,City Interactive
EVE Online,69,CCP
Phantasy Star Online,89,Sonic Team
Crazy Taxi 3: High Roller,69,Hitmaker
Midnight Club 3: DUB Edition Remix,87,Rockstar San Diego
Thrillville,72,Frontier Developments
"Warhammer 40,000: Space Marine",74,Relic
The King of Fighters Collection: The Orochi Saga,67,Terminal Reality
Disney's Planes,51,Behaviour Interactive
Zombie Army Trilogy,62,Rebellion
MLB SlugFest 20-03,79,Gratuitous Games
The Con,63,"SCEA, Think and Feel"
Pitfall: The Lost Expedition,70,Edge of Reality
Need for Speed Carbon: Own the City,70,Exient Entertainment
Enchanted Arms,64,From Software
Le Mans 24 Hours,75,Atari
The Witch and the Hundred Knight,53,Nippon Ichi Software
Dragon Ball Z: Harukanaru Densetsu,57,Bec
Harvest Moon: More Friends of Mineral Town,82,TOSE
X2: Wolverine's Revenge,72,Vicarious Visions
NBA 2K2,90,Visual Concepts
Code of Princess,67,Studio Saizensen
Major League Baseball 2K11,72,Visual Concepts
Dark Messiah of Might and Magic Elements,52,Ubisoft Annecy
Planet 51,53,Pyro Studios
Dead to Rights II,51,WideScreen Games
FIFA 16,81,EA Sports
NBA Live 14,36,EA Sports
Kung Fu Rider,36,SCE Japan Studio
DarkStar One: Broken Alliance,63,Gaming Minds Studios
Dragon Ball: Xenoverse 2,73,Dimps Corporation
WRC: FIA World Rally Championship,68,Milestone S.r.l
Odin Sphere: Leifthrasir,87,Vanillaware
Ty the Tasmanian Tiger 2: Bush Rescue,70,Krome Studios
Body and Brain Connection,57,Namco Bandai Games
Dragon Ball: Revenge of King Piccolo,65,Media Vision
Warriors Orochi,62,"Omega Force, Koei Canada"
MVP Baseball 2003,82,EA Sports
Monster Jam,43,Torus Games
Infinite Space,75,PlatinumGames
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",72,Traveller's Tales
NBA 07,68,SCEA
Two Worlds II,76,Reality Pump
IHRA Drag Racing 2004,40,Bethesda Softworks
The Legend of Heroes: Trails of Cold Steel,86,Falcom
Clive Barker's Jericho,60,"Mercury Steam, Alchemic Productions"
Tekken 3D: Prime Edition,64,Arika
Marvel: Ultimate Alliance 2,65,n-Space
Front Mission Evolved,58,Double Helix Games
From Russia With Love,71,Electronic Arts
Apache: Air Assault,66,Gaijin Entertainment
Dying Light,75,Techland
Grandia II,90,Game Arts
Ridge Racer 6,74,Namco
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,53,KCE Studios
Zone of the Enders HD Collection,75,High Voltage Software
Record of Agarest War,71,Compile Heart
Gladius,78,LucasArts
Earth Defense Force: Insect Armageddon,63,Vicious Cycle
Dave Mirra Freestyle BMX 2,76,"Z-Axis, Ltd."
SpongeBob SquarePants: Revenge of the Flying Dutchman,66,Big Sky Software
Taiko Drum Master,77,Namco
Dungeon Hunter Alliance,49,Ubisoft
Forgotten Realms: Demon Stone,71,Stormfront Studios
Soldier of Fortune: Payback,50,Cauldron Ltd.
Afro Samurai,65,"Namco Bandai Games America, Namco Bandai Games"
Silent Hill: Book of Memories,58,WayForward
Playboy: The Mansion,59,Cyberlore Studios
Baja: Edge of Control,65,2XL Games
Tiger Woods PGA Tour 06,80,Team Fusion
Bleach: The 3rd Phantom,59,"Sega, Tom Create"
MC Groovz Dance Craze,42,Mad Catz
The Thing,78,Computer Artworks
Untold Legends: Dark Kingdom,58,Sony Online Entertainment
Plants vs. Zombies,85,PopCap
Baldur's Gate: Dark Alliance,83,Snowblind Studios
Prince of Persia: Warrior Within,83,Ubisoft
Warriors Orochi,53,Omega Force
Predator: Concrete Jungle,47,Eurocom Entertainment Software
Arcana Heart 3,73,Examu
X-Men Origins: Wolverine,55,Griptonite Games
Big Mutha Truckers 2,51,Eutechnyx
Armored Core 4,65,From Software
Solatorobo: Red the Hunter,76,CyberConnect2
NHL FaceOff 2001,57,989 Sports
Mana Khemia 2: Fall of Alchemy,70,Gust
The Great Escape,57,Pivotal Games
Castlevania: Lords of Shadow 2,63,Mercury Steam
Big Mutha Truckers,59,Eutechnyx
Way of the Samurai 4,58,Acquire
The Hobbit,67,Saffire
The King of Fighters XI,75,SNK Playmore
Tom Clancy's Splinter Cell: Essentials,58,Ubisoft
Major League Baseball 2K12,68,Visual Concepts
Family Guy,51,High Voltage Software
Dead Space 3,78,Visceral Games
Sniper Elite,76,Rebellion
Harry Potter and the Goblet of Fire,70,Electronic Arts
Breath of Fire II,81,Capcom
Test Drive Unlimited 2,72,Eden
UFC Personal Trainer: The Ultimate Fitness System,65,THQ
Conan,69,Nihilistic
No More Heroes: Heroes' Paradise,72,FeelPlus
Aliens vs Predator,68,Rebellion
Captain America: Super Soldier,61,Next Level Games
Manhunt,74,Rockstar North
NCAA Final Four 2003,57,989 Sports
Dynasty Warriors: Gundam 2,49,Omega Force
Bound By Flame,53,Spiders
Spectrobes: Origins,71,Genki
DanceMasters,63,GCP1
Breath of Fire: Dragon Quarter,78,Capcom
Shiren the Wanderer,71,ChunSoft
LEGO Marvel's Avengers,60,TT Games
Spore Hero Arena,49,Full Fat
Disney's Magical Mirror Starring Mickey Mouse,50,Capcom
Enchanted Arms,69,From Software
Conflict: Denied Ops,52,Pivotal Games
Mafia III,63,Hangar 13
Mace Griffin: Bounty Hunter,62,Warthog
Legacy of Kain: Defiance,74,Crystal Dynamics
Final Fantasy XI,66,Square Enix
Peter Jackson's King Kong: The Official Game of the Movie,56,Phoenix Games Studio
Fighter Within,23,Ubisoft
Aliens versus Predator: Extinction,66,Zono Inc.
Shrek: Forever After,57,Xpec
X-Men Origins: Wolverine,60,Griptonite Games
NHL Hitz Pro,79,Next Level Games
Space Invaders Extreme 2,82,Taito Corporation
Need for Speed: The Run,65,Firebrand Games
Supreme Commander 2,77,Gas Powered Games
Quantum Theory,43,Tecmo
Dawn of Discovery,81,Keen Games
Guitar Hero Live,84,"Activision, FreeStyleGames"
Frequency,83,Harmonix Music Systems
Dynasty Warriors 8: Empires,63,Omega Force
2002 FIFA World Cup,79,Software Creations
SpongeBob SquigglePants 3D,64,WayForward
Sudeki,72,Climax Group
Majin and the Forsaken Kingdom,74,Game Republic
Silent Hill HD Collection,69,Konami
Arc Rise Fantasia,64,"Image Epoch, Imageepoch"
South Park: The Stick of Truth,85,Obsidian Entertainment
Teenage Mutant Ninja Turtles 2: Battle Nexus,49,Konami
MLB 12: The Show,76,SCEA San Diego Studios
NBA 2K11,82,Visual Concepts
WWE All Stars,68,THQ
Naruto: Ninja Destiny,61,Takara Tomy
FaceBreaker,54,EA Canada
Spider-Man: Shattered Dimensions,73,Griptonite Games
Lunar Legend,79,Magic Rings
Conflict: Global Terror,62,Pivotal Games
Dante's Inferno,70,"Artificial Mind and Movement, EA Redwood Shores"
Injustice: Gods Among Us,82,NetherRealm Studios
Tomb Raider: Underworld,70,Santa Cruz Games
Death Jr.,61,Backbone Entertainment
Hulk,71,Radical Entertainment
Phantasy Star Universe,68,Sonic Team
Gungrave,65,Seta Corporation
Transworld Surf,76,Rockstar San Diego
Tenchu: Fatal Shadows,58,K2 LLC
50 Cent: Blood on the Sand,72,Swordfish Studios
Metro: Last Light,82,4A Games
Evolve,77,Turtle Rock Studios
Resident Evil: Revelations,80,Capcom
The Legend of Spyro: A New Beginning,67,Krome Studios
Armored Core: For Answer,62,From Software
Harry Potter and the Prisoner of Azkaban,67,EA Games
Street Fighter X Tekken,79,Capcom
The Legend of Heroes: Trails of Cold Steel II,80,Falcom
Rise of the Kasai,68,BottleRocket Entertainment
Singstar: Ultimate Party,47,SCEE
Risen,60,Piranha Bytes
Nostalgia,72,Matrix Software
Dynasty Warriors Gundam,55,"Koei, Omega Force"
Chibi-Robo! Park Patrol,78,Skip Ltd.
Tom Clancy's Splinter Cell: Blacklist,82,Ubisoft Toronto
One Piece: Unlimited Adventure,67,Ganbarion
Shaun White Skateboarding,61,Ubisoft Montreal
Conflict: Denied Ops,51,Pivotal Games
Binary Domain,74,Sega
Ice Age: Dawn of the Dinosaurs,67,Activision
Robin Hood: Defender of the Crown,59,Cinemaware
R-Type Final,79,Irem
Bolt,59,Avalanche Software
Sega GT 2002,82,Wow Entertainment
F1 2011,83,Codemasters
Ty the Tasmanian Tiger 3: Night of the Quinkan,68,Krome Studios
Samurai Warriors 2: Empires,55,Omega Force
Blood Omen 2,76,Crystal Dynamics
Earth Defense Force: Insect Armageddon,68,Vicious Cycle
Major League Baseball 2K10,74,Visual Concepts
Saints Row IV,86,Volition Inc.
Harry Potter: Quidditch World Cup,69,Electronic Arts
Dance Central: Spotlight,74,Harmonix Music Systems
Warriors: Legends of Troy,44,Tecmo Koei Canada
La Pucelle: Tactics,79,Nippon Ichi Software
Arcania: Gothic 4,63,Spellbound
NBA Ballers: Chosen One,55,Midway
Tiger Woods PGA Tour 07,81,EA Redwood Shores
Disney's Meet the Robinsons,62,Buena Vista Games
Sword Art Online: Hollow Realization,69,Bandai Namco Games
The Lord of the Rings: War in the North,66,Snowblind Studios
SBK X: Superbike World Championship,74,Milestone S.r.l
Rango: The Video Game,65,Behaviour Interactive
EverQuest Online Adventures: Frontiers,77,Sony Online Entertainment
Fairy Fencer F,65,Compile Heart
Shadows of the Damned,76,Grasshopper Manufacture
Phantasy Star Online Ver. 2,80,Sonic Team
Fight Club,36,Genuine Games
Samurai Warriors: State of War,64,Omega Force
Dragon Blade: Wrath of Fire,51,D3Publisher
The Munchables,71,Now Production
Close Combat: First to Fight,69,Destineer
Indiana Jones and the Emperor's Tomb,73,Double Helix Games
Buffy the Vampire Slayer: Chaos Bleeds,72,Eurocom Entertainment Software
Ty the Tasmanian Tiger,68,Krome Studios
Heavy Fire: Afghanistan,39,Teyon
Siren,72,SCE Japan Studio
NARC,51,Point of View
Driver: San Francisco,80,Ubisoft Reflections
Shape Up,58,Ubisoft Montreal
Star Trek: Legacy,64,Mad Doc Software
Amplitude,86,Harmonix Music Systems
Disgaea DS,82,Nippon Ichi Software
Gauntlet: Seven Sorrows,61,Midway
AirForce Delta Storm,61,KCE Studios
Fear Effect 2: Retro Helix,84,Kronos Digital Entertainment
Atelier Shallie: Alchemists of the Dusk Sea,76,Gust
Call of Duty: World at War,83,Treyarch
CSI: Fatal Conspiracy,39,Telltale Games
Vietcong: Purple Haze,48,Coyote Developments
Syndicate,74,Starbreeze
Zumba Fitness Rush,73,"Majesco Games, Majesco"
Call of Juarez,71,Techland
Ghostbusters: The Video Game,54,Red Fly Studio
Bloody Roar: Primal Fury,75,Eighting/Raizing
MotoGP,44,Milestone S.r.l
Mushroom Men: The Spore Wars,72,Red Fly Studio
Saint Seiya: Soldiers' Soul,59,Dimps Corporation
LEGO Harry Potter: Years 5-7,64,Traveller's Tales
Corpse Party: Blood Drive,60,5pb
The Last Airbender,69,THQ
Backbreaker,54,NaturalMotion
MotoGP 14 ,73,Milestone S.r.l
Alone in the Dark,39,Hydravision
Six Flags Fun Park,34,Brash Entertainment
Test Drive Off-Road Wide Open,64,Rockstar San Diego
WWE All Stars,70,THQ
Bad Boys: Miami Takedown,35,Blitz Games
Valhalla Knights 3,48,K2
Mega Man X: Command Mission,69,"Valuewave Co.,Ltd."
Tokyo Xtreme Racer DRIFT,59,Genki
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",65,Amaze Entertainment
Cabela's Big Game Hunter 2005 Adventures,65,FUN Labs
Senran Kagura: Estival Versus,71,Marvelous Inc.
GRID Autosport,75,Codemasters
Half-Minute Hero,84,Opus
Gauntlet: Dark Legacy,60,Midway
The Chronicles of Narnia: Prince Caspian,56,Traveller's Tales
Shadow The Hedgehog,49,Sega
World of Outlaws: Sprint Cars,57,Big Ant Studios
Van Helsing,63,Saffire
Grand Slam Tennis 2,71,EA Sports
Ben 10 Ultimate Alien: Cosmic Destruction,51,Papaya Studios
Pure Futbol,38,Ubisoft Vancouver
Spider-Man: Friend or Foe,58,Artificial Mind and Movement
Gun,77,Neversoft Entertainment
SoulCalibur Legends,52,Namco Bandai Games
Aliens: Colonial Marines,45,Gearbox Software
Tiger Woods PGA Tour 2004,75,Backbone Emeryville
FIFA Soccer 11,83,EA Sports
Borderlands,81,Gearbox Software
de Blob 2,79,Blue Tongue Entertainment
Silent Hill 4: The Room,76,KCET
Commandos 2: Men of Courage,67,Pyro Studios
Remember Me,70,DONTNOD Entertainment
Brink,70,Splash Damage
FIFA Soccer 2002,81,EA Sports
Disney's Tarzan Untamed,61,Ubisoft Montreal
Trinity Universe,62,"Gust, Idea Factory"
Senran Kagura: Estival Versus,67,Marvelous Inc.
Ball Breakers,68,Lost Toys
Splatterhouse,62,"Namco Bandai Games America, Namco Bandai Games"
EyeToy: Groove,73,SCEE
You Don't Know Jack,82,"Jellyvision, Iron Galaxy Studios"
Twisted Metal: Small Brawl,51,Incognito Inc.
Otomedius Excellent,48,Konami
Charlie and the Chocolate Factory,39,"High Voltage Software, Backbone Entertainment"
Armored Core: Last Raven,59,From Software
Burnout Legends,38,Visual Impact
College Hoops 2K7,81,2K Sports
K-1 World Grand Prix,67,Konami
Juiced,68,Juice Games
Naruto Shippuden: Dragon Blade Chronicles,38,"Eighting, Takara Tomy"
DiRT Showdown,75,Codemasters
Sonic Riders: Zero Gravity,56,Sonic Team
UFC: Sudden Impact,54,Opus
Full Auto 2: Battlelines,67,Pseudo Interactive
College Hoops 2K8,81,Visual Concepts
How to Train Your Dragon,51,Etranges Libellules
Dynasty Warriors: Gundam 3,65,Koei Tecmo Games
NHL 2004,85,EA Black Box
Velvet Assassin,56,"Replay Studios, ML Enterprises"
MindJack,44,FeelPlus
NBA Starting Five,53,Konami
NBA Live 16,59,EA Sports
WWE SmackDown vs. Raw 2009,58,TOSE
Dead or Alive Paradise,38,"Team Ninja, Tecmo"
Dark Souls II,91,From Software
The Suffering: Ties That Bind,75,Surreal Software
EyeToy: Kinetic,78,SCEE London Studio
Project Spark,73,Microsoft Game Studios
Army Men: Sarge's Heroes 2,54,3DO
Winning Eleven: Pro Evolution Soccer 2007,63,KCET
Warriors of Might and Magic,49,3DO
Rapala Fishing Frenzy 2009,31,FUN Labs
Ridge Racer,44,"Namco Bandai Games, Cellius"
Major League Baseball 2K9,61,2K Sports
Smash Court Tennis Pro Tournament,73,Namco
Race Pro,72,SimBin
NBA Inside Drive 2004,71,High Voltage Software
Gretzky NHL 2005,66,Page 44 Studios
Dungeon Siege III,72,Obsidian Entertainment
The Hobbit,61,Inevitable Entertainment
Skate it,72,Exient Entertainment
True Crime: New York City,59,Exakt
Metal Arms: Glitch in the System,82,Swingin' Ape
Toukiden Kiwami,74,Koei Tecmo Games
Trauma Team,82,Atlus
The Secret World,74,Funcom
MDK2 Armageddon,80,BioWare
NHL 2K9,69,Visual Concepts
Fight Night Round 2,87,EA Sports
Backbreaker,58,NaturalMotion
Disney's Atlantis: The Lost Empire,73,Eurocom Entertainment Software
Stormrise,51,Creative Assembly
Psi-Ops: The Mindgate Conspiracy,84,Midway
X-Men: The Official Game,52,"Z-Axis, Ltd."
SWAT: Global Strike Team,69,Argonaut Games
Hitman: HD Trilogy,69,Io Interactive
